Column1,Column2,Column3,Column4,Column5
https://kr.indeed.com/viewjob?jk=4b6541fefc98ee60,Senior R&D Engineer,Synopsys ??,,"development Proficiency in programming and scripting (TCL, Python, Shell) Able to resolve wide range of technical issues..."
https://kr.indeed.com/viewjob?jk=15747ed3139134b9,[NIT Service] NAVER IDC ?? ??/??(??),??????? ?? ???,,"application ?? ?? - Shell script, python ?? ?? - ?? ????? ??? ?? ?? ?? ?? [????... ?? - Shell script, python ?? ?? - ?? ????..."
https://kr.indeed.com/viewjob?jk=2d83dcf8baac736b,Technical Solutions Engineer,MightyHive ??,,"Python and R Machine Learning, Tensor Flow Data Visualization Data Engineering, ETL Technology Used Node.js, Python, Flask..."
https://kr.indeed.com/viewjob?jk=deec33b638f9d772,????? ?? ???,??????? ?? ???,,"??? ?? ??? ?? ? ???? ?? - ??? ?? ???? ??? - shell script, python ?? ?? [????] - ?? ???? ?? ? ???? ?? ?? ??? - 3? ?? ???? ??..."
https://kr.indeed.com/viewjob?jk=5bc622575fee61b8,Data Scientist,?????? ??,,"??? ???? ?? 2? ??? ??? ?? ? ?? ?? ?? ??? SQL ?? ?? ? ?? ?? Python ?? R ?? ?? ?? ?? ? ?? ?? ????? ?? ?? ?? ???? ???, ??? ?..."
https://kr.indeed.com/viewjob?jk=dab3f72b35f4bc7e,[ 2020 YG ENTERTAINMENT ] ???? ?? (IT???...,YG ?????? ?? ???,,"??? ??? - ?? ???? ?? ?? ??? - PM/PL ?? ?? ??? - ????(PHP/ Python), SE/NE ?? ??? - ??? ?????? ? ?? ??? # ???? - ?? Recruit..."
https://kr.indeed.com/viewjob?jk=0bbf23c0930be392,Support Engineer,Microsoft 4.2 ??,,"Linux script-based development environments and tools (PERL, Python, Ruby, PhP, etc.) Programming language (C++/C#) Please..."
https://kr.indeed.com/viewjob?jk=609e248684d02ecf,DBA ????,?? ????,,"??????(InfluxDB) ???? ?? ??? ???? ? • ???? ?? ???? (Shell, Python, Ansible) ?? ??? ???? ? • DA# ??? ERD ??? ????? ? • ??? ??..."
https://kr.indeed.com/viewjob?jk=23afcf5a12864467,??? ???? (?????? ??),??? ??,,"?? ?? ???? Docker ?? ??? ??? ?? ??? ??? ? Flask, Falcon ? Python ?? ??????? ?? ?? ??? ??? ? RDBMS ?? Elasticsearch ?? ??? ???..."
https://kr.indeed.com/viewjob?jk=5a48b450c6272a62,[ESTgames]MMORPG·SNG ??? ??,?????? ?? ???,,"Java, JavaScript, Python, Go. - ??? ?????... ???????>JAVA|???·IT·??·???·??>???????> Python|???·IT·??·???·??>???????>Objective-C"
https://kr.indeed.com/viewjob?jk=cdc69e78bbccefd3,[????] AI ????,????ASCOM ????,,"???? ??? ???? ????? ?? ?????. ??? ??? ?? ?????! 1) C/C++, Python ? ?? ????? ??? ??? ? 2) ? ?? ??(?:Tensorflow,Caffe ?)? ??? ?..."
https://kr.indeed.com/viewjob?jk=76730b837fd4d4d7,Support Engineer _ Azure PaaS,Microsoft 4.2 ??,,"Java, Node, Python, PHP and Ruby, .NET... Linux, NGNIX, Apache, Java, Node, Python, PHP and Ruby • Experience with customer..."
https://kr.indeed.com/viewjob?jk=02600c41e654780a,[????] [??/????] ????? ???,??????? ?? ???,,"?? ??? ???? ??/?? ??? ??? ? (?, Java, Python ? 1?? ??? ??) · SQL, NoSQL ?? ??/?? ??... ??·???·??>???????> Python|???·IT·??·???·??..."
https://kr.indeed.com/viewjob?jk=53fcf87c480c4748,[2020 ???? ????? ??? ???],???? ?? ???,"?? 2,000,000?",?? ? ???? ??? ? - AI ??? ??? ??? ? - Python ?? ??? ?? - ??? ?? ???? - ??? 6 (?)????... ??>????·AI(????)> Python|???·IT·??·???·??...
https://kr.indeed.com/viewjob?jk=07375dc4e800dfa9,?? ??? ????? ????,??? 4.2 ?? ???,,"?? ?? ??? ???? ????, ????, ????, ??????? ?? ??? ??? ? Python, C++, GPU ????? ??? ???/??? ??? ??/?? ??? ??? ? ICPC/TopCoder..."
https://kr.indeed.com/viewjob?jk=68464bd58ea636c4,Cloud Application Architect,Amazon Web Services Korea LLC ??,,"any... following: Python, Java, Node... ???? ?????? ????? ??? ?????? ?? ???? · Python, Java, Node.js, Ruby, .NET, Go, Scala..."
https://kr.indeed.com/viewjob?jk=412b56962538de2e,[S/W] ?? ??? ??,??????? 4.4 ??,,"Natural UI/???? ??? ??? ??/??? ??? ?? ??? - Java, Framer, Python/R, C/C++ ?? ??? ???? ·??? ?? ????(? ?? ? ????? ??) ???? ????..."
https://kr.indeed.com/viewjob?jk=9debec4c7f511ec8,(?)??????? ???? ??,??????? ?? ??,,?? ??? ? -.??? I/F?? ? ????? ???? -.R ? Python ?? ??? ?? ? ?? ??? -.B2C ??? ?? ? ??... ??·???·??>??????> Python|???·IT·??·???·??...
https://kr.indeed.com/viewjob?jk=784cd549a392c126,"IT Analyst, E-Commerce",Procter & Gamble 4.2 ??,,"Social Media Ad, DMP/DSP) Basic Programming (e.g. C++/Java/ Python) or Application development skills (e.g. website, mobile..."
https://kr.indeed.com/viewjob?jk=4233609a843b5e96,????? - ??? ???,Nexon ?? ???,,? ?????? ?? - (??) ??? ?? ??? ????? ???? ?? ? - (??) R ?? Python? ??? ????? ?? - (??) SQL ?? ?? ?? - (??) ?? ? ??? ?? ??...
https://kr.indeed.com/viewjob?jk=419692b3ddb34768,Analytics Specialist,MightyHive ??,,"end languages ( Python, NodeJS, PHP, etc... HTML5 / CSS / JavaScript, ?? ??? ?? ?? ( Python, NodeJS, PHP ?)? ?? read/write ??..."
https://kr.indeed.com/viewjob?jk=74b739e7fd313e49,[???????] ????? ???,???? ?? ??,,"[????] 1) ??? ????? ??? ?? : 2? 2) C++, C#, Python, Database, AI ??? ?? ? [???? ? ??] ? 5? ?? (??) 8? 30?~(??) 5? 30? ???????..."
https://kr.indeed.com/viewjob?jk=d030e525251a37e9,"?????(???,???), AI???? (?1?, ???? ?? ???...",?????????? ?? ???,,"????????, DB, ????, ???? ?) - PyTorch, Python, UNIX system(shell script) - ??? ????... ??>????·AI(????)> Python|???·IT·??·???·??..."
https://kr.indeed.com/viewjob?jk=b1c8dcf6b4990bbd,2020 ?????? ?? ??,??? ?? ???,,"?? ??? ????? ?? ???? ?? ?? ?? ???? * ???/?? ???? ?? ?? ?? - Python, Java, C++ ? ? ?? ??? ????? ?? ????? ?? - ??? ?? ?? ?? ?..."
https://kr.indeed.com/viewjob?jk=eb45c08f4c4a43d8,Data Analyst,Axiologic Solutions ??,,"algorithms and data manipulation capabilities using R, Python, C++, JavaScript, Go, and other known programming languages..."
https://kr.indeed.com/viewjob?jk=14b591547a3b9df5,[??????] ?? (??),????? ???,,"Tool Engineer ? Python/C/C++ ?? ?? ?? ?... Design, Debugging Skills ????? ?? ?? ?? ( Python, Bash, etc.) ? Embedded Platform?..."
https://kr.indeed.com/viewjob?jk=eeb9fe1c361f0758,???? ???,Nexon ?? ???,,?? ??? ?? ?? ???? ??? ?? ?? ?? - OS ? ???? ?? ?? ?? ?? - python ?? ??? ???? ?? ???? - ???? ??? ?????? ?? - ??? ??? ?? ???...
https://kr.indeed.com/viewjob?jk=4c93ef31bf61dd6c,[Search] ???/LINE ???? ? ?? ??? ?? ??/??...,??? ??,,?? ?? ??? ??? ? · Linux ???? ?? ??? ??? ? · C / C++ / Python / Scala / Java ? 1? ??? ?? ?? ? ???? ??? ? [????] · Tensorflow...
https://kr.indeed.com/viewjob?jk=79285cfc38abd6a0,??? ???? ??? ?? (????/??????/????/??????...,?? ??? ??,"?? 40,000,000? - 45,000,000?","????? ??? ?? S/W ?? ?? : - OPEN CV, TENSORFLOW, YOLO, CUDA/ Python, C++, C WindowsGUL APL, MFC Lib ?? ???. ????/ ???? ??? * ??..."
https://kr.indeed.com/viewjob?jk=166aa0c72e94a266,Business Data Analyst,Soomgo ?? ???,,"???? ???? ??? ?? (Google Optimize, Optimizely, ?) ???? • Python ?? R ? ???? ??? ??? ?? ?? • ???, ???, ???, data analysis ?..."
https://kr.indeed.com/viewjob?jk=8da5c72baf146123,Site Engineer (Seoul),Motion2AI ??,,??? ??? ?? ?? ?? ????. ???? ???? Linux/Windows ??? ?? C++/ Python/Golang ? ?? ??? ? ??? ?? ???? ???? ???? ?? CS ? ?? ?? ??...
https://kr.indeed.com/viewjob?jk=7ae9338822c0f0a0,Senior Deep Learning R&D Engineer,Intel 4.1 ??,,MxNet - Strong programming skills with C/C++ and Python - Experiences on programming and testing on Linux environment...
https://kr.indeed.com/viewjob?jk=62531072e6eeb4a8,Data Analytics SA,Amazon Web Services Korea LLC ??,,"some relevant languages, tools and frameworks (e.g python, Java, R, scala, spark, Kafka, Hadoop ecosystem, presto, Hive..."
https://kr.indeed.com/viewjob?jk=5d213b12c26dec92,??? ????,???? ????,,"?? ??? ???? ? 3. AWS RDS, Redshift? ??? ?? ??? ??? ? 4. Python, JAVA, Shellscript ?? ??? ?? ? ?? ?? ??/?? ??? ??? ? 5. SQL..."
https://kr.indeed.com/viewjob?jk=792d3ac05912a792,[??????] 2020? ?? ?? (?????),?????? 3.0 ????,,"????> - ??: ?? 3? ?? - ??: ?? ??(????? ?? ?? ???) (??) - Python? ??? ??? ?? ?? ??? (??) - ??? ?(???, ??BI, ????) ???? - ??? ?..."
https://kr.indeed.com/viewjob?jk=953a4e73b00652f5,?????(?????) ????,?????? ????,,"???? ??? ?. ???? · ?? ?? ???? · ???? ??? ??? ?? · ?? VBA, Python ? ?? ?? ??? ?? 2. ???? - 1? : ???? / 2? : ???? (????? ????..."
https://kr.indeed.com/viewjob?jk=d9b6207e67d95e97,QA Engineer,Calm Island ??,,"JavaScript, Java, Python Computer Science... ?? ?? ? ?? C#, C++, JavaScript, Java, Python? ?? ??? ?? ?? ??? ??, Applied Math ??..."
https://kr.indeed.com/viewjob?jk=5cd97ded9b447efb,(?)??? 2020??? ????(AI)/???? ? ??&??,??? ?? ???,,"???? And ??? ?? Or ????/????? ????? : Python, PHP, Delphi, Java, Java script ???? ?... ????? ????? : Python, PHP, Delphi, Java..."
https://kr.indeed.com/viewjob?jk=b35da47f5e84c9b4,????????? - ??????,Nexon ?? ???,,"?? ?? ?? ? ?????? ?? - ??? ?? ??? ????? ???? ?? ? ???? - Python , Scala ? ??? ????? ?? - SQL ?? ?? ?? - ?? ? ??? ?? ?? ??..."
https://kr.indeed.com/viewjob?jk=d0ae3cf7638734ac,??? ?????? / Data Scientist,Bagelcode ??,,?? ??? ?? ? ?? [?? ??] - ?? ?? ?? 2? ?? (?? ?? ??) - SQL / Python / R ? ??? ?? ??? ??? ? ?? ?? ??? ?? ?? ???? - ?? ??? ?? ??...
https://kr.indeed.com/viewjob?jk=d11342cfe074df78,Frontend Developer (Javascript/React),Bepro Company ??,,?? - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
https://kr.indeed.com/viewjob?jk=8bbb62bac6755122,(?)????? 2020?? ??? ???,????? ?? ????,,???·??>????·AI(????)>????(AI)|???·IT·??·???·??>????·AI(????)> Python|???·IT·??·???·??>????·AI(????)>????|???·IT·??·???·??>????...
https://kr.indeed.com/viewjob?jk=30097c7df75e45a5,[Robotics] Deep Reinforcement Learning E...,????? ???,,"?? ? ROS, ROS2 ? ?? ?? ???? ?? ?? ?? ? Python ?? ?? ?? ? Unity3D, UnrealEngine4 ?... ??>????·AI(????)> Python|???·IT·??·???·??..."
https://kr.indeed.com/viewjob?jk=649ccf047c868778,"?? ??? ?? ??, ??????? ???",????? ?? ????,,"???, ????, ?????. ???? - ?? ???? ?? ? ?? ?? ???: Java, C++, Python, JavaScript ???? - ???? ????? (Computer Science) ?? ??..."
https://kr.indeed.com/viewjob?jk=a93103d6dd6d208e,[AI Lab] Machine Learning ??? ?????? (??...,??? ??,,"??? ?? ??/?? ?? ??? – ?? ??, ?? ??, ?? ?? ?? ??? ?? ?? ???? Python ?? ??? ???? ? ????? ??? ?? ??? ? ?? ? Machine Learning ???..."
https://kr.indeed.com/viewjob?jk=4bc0a0414256d289,???? ???? SW ???,AI? ???? ???? ??? ???? ???? ???? ??,,"???? ???? ??? • ?????? - c/c++, java, python ? ????? ?? • ???? - ?? : ???? - ??... ?? ??2???, c/c++, python ????? ??? - ????..."
https://kr.indeed.com/viewjob?jk=39981b98ebcfd5b8,Principal Business Analyst (eCommerce Fi...,Coupang 3.0 ??,,"FP&A, Strategy, Consulting role Proficient in SQL and Python Experience creating workflows and using automation tools like..."
https://kr.indeed.com/viewjob?jk=4484523b503e0f07,Chief Technology Officer,Asiance ??,,"mainly. • ??? ?? Docker ??. • Python, Node.js, Java, PHP for backend development. • Python, Node.js, Java, PHP ?? ???? ??? ??..."
https://kr.indeed.com/viewjob?jk=b40498e72bdbc8a1,[??????]?????? ??? ????,???? ?????? ?? ???,,??>????·AI(????)> Python|???·IT·??·???·??... ????>????(AR)|???·IT·??·???·??>???????> Python|???·IT·??·???·??>???????>????(ML)|???...
https://kr.indeed.com/viewjob?jk=edeb3284c4d395c0,?? ?? ??? (Unity / SW / Verilog),?????? ?? ???,"?? 30,000,000? - 45,000,000?","W ?? (PC, ????) - H.266 ??? ???? S/W ?? ???? - C/C++, Python, OpenCV ?? - ?? : ?? ?? (4?) - ?? : ?? ~ ?? 5??? ???? - OpenGL..."
https://kr.indeed.com/viewjob?jk=e2394d668d5c6895,(???? ??) ? ??? ??? ???? ???,??????? ?? ???,,??·???·??>??????> Python|???·IT·??·???·??... COBOL|???·IT·??·???·??>????·AI(????)> Python|???·IT·??·???·??>????·AI(????)>????|???...
https://kr.indeed.com/viewjob?jk=90104004fabe2502,[Search] ??? ??? ??/ AI ?? ?? ??/????,??? ??,,"??? ?? ?? ? ?? ??? ?? · ??? ?? ??? ?? ? ?? ???? · C, Java, Python ?? ????? ?? ? 1 ? ?? ????? ???? ? · Linux/Shell ? Git ???..."
https://kr.indeed.com/viewjob?jk=9040dba1c8db2a5d,????? (??-???),???????????? ????,,?? ??? - ??????? ??? ??? ?? - CFA/CAIA/CPA ??? ??? ?? - VBA/ Python ??? ?? ??? ?? - ?? ?? ? ??? ??/?? ?? ??? ??? ?? 3. ????...
https://kr.indeed.com/viewjob?jk=9d54ef61dc825d49,??? ????(??/??),?? ????,,"?? ? • ??? ??? ? ?? ???? ??? ??? ?? ???? ?? ?? ??? ?? ? • Python ?? Java, Scala, C++, C# ?? ??? ?? 1? ?? ???? ??? ? ?? ? • ??..."
https://kr.indeed.com/viewjob?jk=cbfaf43db43ea8f9,Data engineer,Success Korea ?? ???,,?? - ????: 5? ?? - python ?? ?? [????]????-????-???? [????]????? ???? - ??? ?? - ????: 5? ?? - python ?? ?? [????]????-??...
https://kr.indeed.com/viewjob?jk=c62d380a1585df66,??? ???? (3? ??),??? ??? ?? ???,,Hadoop/Spark ??? ???? ??? ?? ? ETL ?? ??(3? ??) - Scala/Java/ Python ? 1? ??? ?? ??? - SQL ???(MySQL/SparkSQL) - 1? ??? ??? ??...
https://kr.indeed.com/viewjob?jk=6742021c5e4b1386,?????? ?????_??[5?],Success Korea ?? ???,,"???, ???, ????, ?????? ?? ?? - R ?? Python? ??? ??? ?? ? ?? ???? ?? ??? ?? [????... ???? ?? ?? - R ?? Python? ??? ??? ?? ? ??..."
https://kr.indeed.com/viewjob?jk=16bc8ec3d13bcea1,[??] IT ???? ???? ??,???? ??? ??,,"?? ??? ??? ?? ? ??, ??? [????] •TypeScript / Golang / Python ? ??? ?? ? ???? ?? ??? ??? ? •?? ?? ???? ???? ? HTTP / GraphQL?..."
https://kr.indeed.com/viewjob?jk=24a5b054663f5868,??? ???/DevOps ????,?????? ?? ???,,???·IT·??·???·??>??(Game)>?????·??|???·IT·??·???·??>???????>JAVA|???·IT·??·???·??>???????> Python
https://kr.indeed.com/viewjob?jk=0fea9598510abf0e,Effect Supervisor (?? 10? ??) Effect Art...,Mofac ?? ???,,"??? ??? – ??? ?? ??? ??? ?? ?? – VFX ?????? ?? ??? ???? – Python ? Scripting ???? – ??? ??? (??, ???) – ?? 5-10? ? ????? ???..."
https://kr.indeed.com/viewjob?jk=b06176c3a7092e0a,Customer Facing Data Scientist,Ever Better Recruitment (EBR) ??,,ensure appropriate communication Experience in R or Python analysis Up to 50% off-site visits English ability to perform...
https://kr.indeed.com/viewjob?jk=f2862292f0a18038,Machine Learning Engineer (???????),Success Korea ??,,"?? ??) ? ?? ?? ?? - ???? ?? ?? ??? - ??? ?? ?? ?? ??? - Python/JAVA ???, Andorid/iOS ?? ???, Windows Programing(C#, MFC ?..."
https://kr.indeed.com/viewjob?jk=e9952107e4857eaf,Machine Learning Engineer (8???),Success Korea ??,,"8? ?? (??? ?? ???? 3??? ??) ???? : - Python ?? ?? - PyTorch, Tensorflow ? 1? ?? ??... 3??? ??) ???? : - Python ?? ?? - PyTorch..."
https://kr.indeed.com/viewjob?jk=98ce457f0c17a02e,Junior and/or Senior S/W Engineers for H...,Success Korea ??,,5 years of work experience in C and Python programming ?Minimum of 3 years of work... experience in C and Python programming...
https://kr.indeed.com/viewjob?jk=62188527e0229352,DGIST-ETH ?????????? ??? ??(Post-doc) ??...,????????? ?? ???,,"COMSOL, ANSYS ?) ?? ??? ?? MATLAB, Python ?? ??? ???? ????? ??? ?? MEMS/BioMEMS... ??? ?? MATLAB, Python ?? ??? ???? ?????..."
https://kr.indeed.com/viewjob?jk=4801b7535e8bc40d,?? ??(??~???),Success Korea ?? ????????,,"???? http... newemotion.co.kr ????/???? ???? - PHP, Python, Javascript - Mysql - OAuth - Amazon SQS - ??? ??? ???? / DB..."
https://kr.indeed.com/viewjob?jk=794e209e405f4fc0,??? ????????(????) ??????,??????? ?? ??,,?? ? ???? ?? ???? ?? ???? ???? 1) SW????? ?? ??? 2) Python/C/Java/Go ????? ??? ???? ? ???????(???????) ? ???? ?? ??...
https://kr.indeed.com/viewjob?jk=92ee52d0e9591d5a,????,Success Korea ?? ???,,"?? ?? ?? ??? ?? ? - SAS ?? R, SQL, Python ?? ??? [?? ????] - TOEIC 750? ?? TOEIC... SAS ?? R, SQL, Python ?? ??? [?? ????..."
https://kr.indeed.com/viewjob?jk=c483dda7deecb505,??]Database Administrator & Data Warehou...,Success Korea ?? ???,,"ETL ???? ?? ?? - ???? ?? ????? ?? ( Python, Java, Perl, PHP, Shell script ?) [????... ???? ?? ????? ?? ( Python, Java, Perl, PHP..."
https://kr.indeed.com/viewjob?jk=e07bf0c08b59ca0c,Javascript Developer,Success Korea ??,,"Cross-brower Scripting ? Markup ???? ? -git ???? ? ?? ? - Python, PHP ?? ??? ???? ? ?? ? [????] ????- ?????- ????(1~2?)- ??..."
https://kr.indeed.com/viewjob?jk=e42dff836a3182d7,???????(3???),???? ??? ????,,? ? plug-in ??(java ??) - ?? ?? ? ????( python _ django framework) - ???? ?? ???? ??... ? ??? ???? ?? ?? - python ?? ? ??? ????...
https://kr.indeed.com/viewjob?jk=1b17d214a0d694f1,?????? ?????_??[4?],Success Korea ?? ???,,"???? ? ?? ???? [????] - ?? ?? - R ?? Python? ??? ??? ?? ? ?? ???? ?? - ??, ??, ???... ???? - ?? ?? - R ?? Python? ??? ??? ?? ?..."
https://kr.indeed.com/viewjob?jk=9cd311595b3e4bea,???? ????? Data Science,???? ???? ?? ???,,"?? [????] - 4?? ?? ?? ?? - ??, ??, ???? ??? - ??????(SAS, R, Python) ????? ? ?? ?? - ????? ??? ??? ?? [????] ??, ?? 2? [????..."
https://kr.indeed.com/viewjob?jk=4e0955c3ef105b50,"??? ??? ???, ?? ??? ??? ? ????",??IT ?? ?? (???) ??,,"??? ??? JSON, ???? ?? [?? ??] - OS : Unix ??(Linux ?) - ?? : python, sql(spatial) ? [?? ?? ? ??] - ???, ???? ?? ???(???) ??..."
https://kr.indeed.com/viewjob?jk=4e4c0ded02e9efd4,??? RPG ??,Success Korea ??,,"????, ???? ?? ? ?? ??? ??? ? -C++, C#, Python ?? ? ??? ???? ?? -??? ??, ??? ?? ????... ??? ? -C++, C#, Python ?? ? ??? ???? ??..."
https://kr.indeed.com/viewjob?jk=4d4ead57671172bc,??? ??? ? ???? ??? ??? ? ????,??IT ?? ?? (???) ??,,"??(?? ???) ?? - ????? ??? ??? JSON, ???? ?? [?? ??] - ?? : python, sql, sql(spatial) - ?/SW : ?? GIS ?(Q-GIS ?) [?? ?? ? ??..."
https://kr.indeed.com/viewjob?jk=891673055e77db43,?????? ?????[2?],Success Korea ?? ???,,"?? ?? - ???, ??, ????, ????? ?? - R ?? Python ???? ?? [????] - ??/?? ?? ??? - ????... ??, ????? ?? - R ?? Python ???? ?? [????..."
https://kr.indeed.com/viewjob?jk=5a7a4df2f765285b,Sr.Backend Developer(Fintech),Success Korea ??,,SQL ?? ? ??? ?????? ??? -Fintech ??? ?? ?? ???? ?? [????] - Python ?? ?? -??? ?? ?? ? ORM ?? ?? -Java spring cloud ???(data...
https://kr.indeed.com/viewjob?jk=7aa43c167847c40f,Data Scientist (????? ??),Success Korea ??,,"???? ?? ?? 3? ?? ???? : - ??? ?? ? ???? ?? ?? Tool ?? ?? ( Python, R ?) - ??? ???? ??? ??? ?? ???? ?? ??? ??? (Hadoop, Hive..."
https://kr.indeed.com/viewjob?jk=4fb135f4b8706402,???? ???? (Machine Learning Engineer),Success Korea ??,,"?? ? ??, ?? ???? : - PyTorch, Tensorflow ? 1? ?? ?? ?? - Python ?? ?? - Apache Spark ?? ?? - ??? ?? ???? ?? ?? ?? - ???..."
https://kr.indeed.com/viewjob?jk=62f4835c89011cd6,Discovery(??/??) ML Engineer,Success Korea ??,,"??? ???? ???? ? [????] ??? ??, ?? ?? ? ?? ???? ?? ??? ??? ? Python ?? R ?? ???? ??? ?? ??? 1 ? ?? ???? ?? ???? ? ?? ? ?? ???..."
https://kr.indeed.com/viewjob?jk=7376f377161ea4f2,???? ??????? Data Science ?,???? ???? ?? ???,,"??? [????] - 4?? ?? ?? ?? (??, ??, ???? ??? ??) - ??????(R, Python) ? ?? ????? - CSS?? ?? ??? [????] ??, ?? 2? [????] ???, ??..."
https://kr.indeed.com/viewjob?jk=8666e6bb8478c79f,????? ??? ??? ??/??/??,Success Korea ??,,5? ?? - bash / Python Script ?? ?? - ???... ????? ???? - ?? ?? ?? 5? ?? - bash / Python Script ?? ?? - ??? ??? ??? ?? ?? ??...
https://kr.indeed.com/viewjob?jk=3ca47f227f783ee5,???? ??? LAB,???? ???? ?? ???,,"??/??) ??? ??? ?? ???? ?? ? ??? [????] - 4?? ?? ?? ?? - R/ Python ? ??? ????? ???? ?? ??? (??, ??, ?????/???, ???) - ?????/???..."
https://kr.indeed.com/viewjob?jk=a9376c5dec70af52,??????,Success Korea ??,,"????] - ?? ?? ?? 3? ?? - ??? ?? ?? (R, Python, Scala) ?? ?? - ?? ?? ?? ? ???? ?? ??... ??? ?? ?? (R, Python, Scala) ?? ?? - ??..."
https://kr.indeed.com/viewjob?jk=6863b8ecbee9cb28,Big Data Engineer,????? ??,,"DB, Network, Computer - Architect ?? ?? ??? - Shell script/ python/Java/MySQL - ?? ??? - ??? ???? ??? ??? - ??? ??? ? - Front..."
https://kr.indeed.com/viewjob?jk=d186bbf489056d37,Data Engineer(????),Success Korea ??,,"?? ???? : - SQL, Spark? ??? ??? ?? - Cloud? ??? ??? ?? ?? - Python ?? Scala ??? - Hadoop echo system? ?? ?? - ???? ?? ?? ???..."
https://kr.indeed.com/viewjob?jk=8c8b1c8fee606a46,"Principal, Office365 SaaS Application En...",Coupang 3.0 ??,,"SQL, JavaScript, Python, etc.) 4+ years... IaaS ? ?? ?? ?? C#, SQL, JavaScript, Python ? ?? ?? ?? ?? ????? ???? ?? ?? ??? ???..."
https://kr.indeed.com/viewjob?jk=33fbfcd01ae23602,??? ?????,??? ??? ? ?????? ?? ??,,"???? ?? [????] -???? ?? ?? -? ??? ??? ?? ?? - Python, Node.js ?? [????] - Python ? ???(asyncio ??) ?? ?? -Modbus, CAN, Socket..."
https://kr.indeed.com/viewjob?jk=eb4f78c31e1860f4,??????,Success Korea ?? +1 ??,,"???? ???? ?? ??? ??? ?????? ?? ?? - SQL ?? ??? ???? : - Python, R, ??, Spark ? ?? ??? - ?? ?? ?? ????? ?? ??? - Google..."
https://kr.indeed.com/viewjob?jk=1b3b8333c9dae2ce,Quantitative Researcher,Success Korea ?? ???,,?? ??? ???? ?? ???) - ?? ???? ?(C++ or Python) - ??? ???? ?(?? ??? ??? ??? ??) - ??... ?? ???? ?(C++ or Python) - ??? ???? ?(??...
https://kr.indeed.com/viewjob?jk=04ecc7af1c61ab5a,?? ?? ???,Success Korea ?? ???,,"3. ?? ?? ?? ???? ? (SAS, SPSS, or R, PYTHON) 4. ?? ??? ??? ??? ???? 5. ???? ??? ?... SAS, SPSS, or R, PYTHON) 4. ?? ??? ??? ??..."
https://kr.indeed.com/viewjob?jk=edb97f49613c2dd0,EEFA,Success Korea ?? ???,,"development, Embedded system engineering ?? ?? - Firmware, Python, C programing ?? ?? [????] ????, ????, ????(1?/2?), ????..."
https://kr.indeed.com/viewjob?jk=bc4a0e62c7c3d510,???? ????,Success Korea ??,,? Configuration Management ?? - Bash/ Python ? ?? ??? ??? Script ?? ??? * ?? ??... Management ?? - Bash/ Python ? ?? ??? ???...
https://kr.indeed.com/viewjob?jk=6f29b95e3fb173f5,?????/????? (5???),Success Korea ??,,"??? ??? ??????, ???, A/B Test ? ??? ?? Tool ?? ?? (SQL, Python, R / Google Analytics, Appsflyer / Tableau, Kibana ?) - ??? ??..."
https://kr.indeed.com/viewjob?jk=a6df161cf8e96140,?? ??? AI ??,Success Korea ?? ???,,"?? ?? ?? ? ?? ?? -??? C/C++ ?? Java, Python ? ????? ?? [????] -Cocos2d-X / Unity3D... ?? C/C++ ?? Java, Python ? ????? ?? [???..."
https://kr.indeed.com/viewjob?jk=d3e5ecb85d851b0b,C#??????? ???,??????? ?? ???1?,"?? 28,000,000?","????? ???? ??-1: C# ?????? ?? ??-2: WPF ????? ? GUI ?? ??-3: Python ?????? ?? ??-1: ?? ???? ?? ??: ? 2,800~3,500??(??? ????..."
https://kr.indeed.com/viewjob?jk=cdf617324298bb9d,???? ????? Data Science ?,???? ???? ?? ???,,"4?? ?? ?? ?? - ??, ??, ???? ??? (?? ?? ??) - ??????(SAS, R, Python) ????? - ????? CSS??? ?? ?? ?? 2? ?? [????] ??, ?? 2? [???..."
https://kr.indeed.com/viewjob?jk=3038b8559c96c24f,?????? ??/??? ?????? ????? ???? (Fronten...,?????? ?? ???,,"Front-end : React, React Native - Back-end : Node.js(koa2), Python(Django) - DBMS : PostgreSQL - Infra : GCP, AWS, Docker..."
https://kr.indeed.com/viewjob?jk=04f3458db4cc1f14,??? ????,???? ??? ????,,"?? it ?? Position 1: ??? ????(??~??? ?? ?? ?? ? ??) - JAVA ?? Python ?? ??? ?? DBA, DW ?? ??? - Database / SQL ? ?? ?? ??? ??..."
https://kr.indeed.com/viewjob?jk=509e7ab10e54f962,???????? ???? ?? ? ???? ???,???? ???? ??,,"??(??? ????? ????) [????] - 4?? ?? ?? ?? - ?? ????(SAS, R, Python) ?? ??? - ???? ? ???? ?? 2? ?? - ??? ?? ??? [????] ??, ?? 2..."
https://kr.indeed.com/viewjob?jk=d11342cfe074df78,Frontend Developer (Javascript/React),Bepro Company ??,,?? - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
https://kr.indeed.com/viewjob?jk=4075d8bfdc15d56d,Data Analyst (5???),Success Korea ??,,"??? ?? ???? ?? ?? - ???? ???? ?????? ??? ?????? ?? ???? : - Python, R, ??, Spark ? ?? ??? - ?? ?? ?? ????? ?? ??? - Google..."
